AnimalID,Breed,Age,Weight,LactationPeriod,HealthStatus,FeedType,FeedAmount,WaterIntake,Temperature,Humidity,BarnCondition,PastMilkProduction,MilkingFrequency,VetVisits,MilkProduction
1,BreedC,6,622,290,Sick,TypeB,13.616079042863415,48.48989347082919,34.65409422683216,50.569980306049445,Moderate,28.485287515602817,2,2,208.56206753030216
2,BreedA,5,338,232,Sick,TypeC,37.9065499656674,58.76999171806335,31.665443469684796,48.8732245636345,Moderate,12.156069762941575,1,0,204.94706539298897
3,BreedB,5,462,286,Healthy,TypeB,30.535419077894314,69.82953383553192,25.932926316626613,63.75450090956283,Clean,15.651142080432178,1,2,155.12339111208678
4,BreedA,1,518,173,Sick,TypeB,24.338640429778962,48.71884176780643,24.657444910342974,79.7389455353356,Moderate,22.080281811618686,2,0,273.1052235882793
5,BreedB,6,496,160,Healthy,TypeC,36.14642902620196,86.18668321733524,24.209875438471826,65.54809059164859,Dirty,28.85411484197806,3,1,228.7771441658805
6,BreedC,9,639,201,Healthy,TypeA,32.847787790177236,72.58822195097505,19.33159736884161,83.8284142912418,Moderate,18.721755664112127,1,0,210.4977678009563
7,BreedB,8,590,265,Healthy,TypeB,37.54481049250536,78.60833852115351,20.78531316148596,45.591052002609935,Moderate,23.357978590617808,2,2,131.8115238388021
8,BreedB,2,658,214,Healthy,TypeC,33.18972110638917,90.07840803190041,21.422901847046724,38.599215835232954,Moderate,16.729921204290047,2,1,149.30902268525602
9,BreedB,5,467,241,Healthy,TypeB,27.07099793768109,81.61940610832116,18.61957070993125,40.66141286785709,Clean,24.83346443160806,1,2,186.95106134692458
10,BreedB,9,423,262,Sick,TypeB,34.72799692931561,94.2767381742021,31.928612118579224,38.418094012470476,Moderate,28.50589626278959,1,1,230.4867227492072
11,BreedC,7,497,271,Sick,TypeC,33.00894140429568,43.74484286489751,30.943826353102082,40.31026197271844,Clean,26.88869708925653,3,1,147.63321181783212
12,BreedA,9,504,254,Healthy,TypeC,37.49388876395541,39.16501253632758,24.304601455990067,62.36131058805247,Moderate,25.487695121990548,1,0,281.5780350416443
13,BreedA,6,539,230,Sick,TypeB,18.613853880830863,55.27311331843006,16.14710539041093,76.53066637547013,Dirty,28.462320410735032,3,2,244.03770596043688
14,BreedA,8,595,253,Sick,TypeB,12.456754361232456,21.523129600192625,20.00076546884914,38.90223366504628,Dirty,19.40207307629386,1,0,282.67050185023203
15,BreedB,4,361,297,Sick,TypeA,18.42469315476065,79.2716779526472,15.628676992228478,81.23199664960876,Clean,27.129721674411186,2,0,189.99257722144642
16,BreedC,8,483,212,Healthy,TypeA,34.14884648839701,49.58942925730996,26.695325867494386,48.407157033691036,Dirty,17.29014825126136,2,1,199.13321304383078
17,BreedB,3,415,245,Healthy,TypeC,22.044767231953315,75.75760451415687,25.24296783224135,68.78750529940045,Clean,12.271664293473968,2,2,227.7348903156253
18,BreedC,5,573,247,Healthy,TypeB,18.294032580099557,85.42622222107694,15.146328577464931,37.3195748526009,Clean,25.08471501966702,2,1,182.07259095158392
19,BreedA,4,494,292,Sick,TypeB,23.648366789388774,87.85060521025525,31.325012873505973,75.91968406900111,Clean,26.410736951350387,3,2,297.2409123160746
20,BreedC,6,609,229,Sick,TypeB,24.31470228859642,94.32808062977728,26.750531634770574,42.247027737440234,Dirty,28.425255905209536,3,1,138.67213494928168
21,BreedA,6,591,155,Sick,TypeC,12.343027000345858,49.94397368139922,17.115786883269436,81.88369323132673,Moderate,21.25535830303693,2,2,169.01194005482068
22,BreedC,4,500,238,Healthy,TypeC,36.521879071818844,36.53822046309518,33.14214237115651,42.27184174539446,Clean,21.29637290727504,2,0,195.71889095258499
23,BreedB,6,403,185,Healthy,TypeA,22.00232475168994,50.85241799761799,15.564447912751465,64.85066167888596,Moderate,10.609855003058588,1,0,179.51010613028268
24,BreedB,1,602,186,Healthy,TypeC,14.54153224591645,39.134121866915194,22.078977258239682,63.64635439845266,Clean,20.263095410841053,3,1,283.31611742970824
25,BreedC,5,511,227,Healthy,TypeB,30.65191421235743,69.5884966316842,16.329112870337866,71.21857297865046,Clean,23.438215742548046,2,1,207.35943043649274
26,BreedC,1,423,285,Sick,TypeA,26.95795849659305,97.78293065748532,30.41940935519475,30.259626643249554,Moderate,16.571561988246337,1,2,249.83721412160116
27,BreedB,5,440,240,Healthy,TypeC,29.1562570040694,80.54019617546743,29.367427972964855,44.97802835304712,Dirty,17.405056894059303,1,0,175.48177118240716
28,BreedC,8,391,230,Sick,TypeA,18.911212381619602,81.90043085938174,29.559409058627047,46.74433018134404,Dirty,26.346249010137264,3,1,127.22205930983267
29,BreedB,2,379,218,Healthy,TypeA,22.551308001618676,70.00427041769379,28.892164640647692,33.31433905277606,Moderate,20.452563559043064,2,2,125.15334634610534
30,BreedB,3,499,293,Healthy,TypeB,13.53925069213692,66.58603512326778,29.289326401623143,68.27985635818253,Dirty,17.585442412678383,2,2,204.65685020813396
31,BreedC,1,534,218,Healthy,TypeA,24.00820647240039,81.17372843398621,31.743123463673363,81.91094444148393,Moderate,13.332289648731773,3,0,188.62910891875498
32,BreedA,1,387,294,Healthy,TypeC,36.28981833182506,84.63771415301336,20.61954094042773,68.55394653905367,Dirty,23.168171639145555,3,2,225.80901202412574
33,BreedC,2,464,237,Sick,TypeA,30.556014716676927,48.88058878599281,20.192427708337313,86.00992662581798,Dirty,18.750358721028984,3,1,108.17689995970348
34,BreedC,4,453,282,Healthy,TypeB,26.16110290307416,66.84862110020092,31.901563600177756,88.83125753290781,Dirty,12.183434060914038,1,2,152.76569469918513
35,BreedB,8,488,199,Healthy,TypeC,15.879520618457244,78.78930708510308,29.832107805566814,34.67223775854863,Moderate,19.399832440267286,2,0,176.9863093761627
36,BreedA,9,525,297,Sick,TypeB,20.26158723203639,25.901905124418903,29.5005510930212,56.405608039019086,Dirty,11.598246199939844,1,1,111.36459908965526
37,BreedB,1,347,192,Healthy,TypeA,25.75106301905414,81.29494580288566,17.064839979942004,44.94819495852963,Clean,23.421260861169564,3,1,189.6059753542796
38,BreedA,3,417,243,Sick,TypeA,27.349819419369286,51.101105762073914,19.20724174405451,84.37451465387836,Moderate,13.937386856501202,1,2,237.45174254261033
39,BreedA,5,566,230,Sick,TypeB,25.055977598228374,77.45181873741736,24.79062081642643,40.250740707527754,Dirty,11.50594434773968,1,1,232.07997519765038
40,BreedA,4,384,276,Healthy,TypeB,29.664091941638198,62.855533233346634,26.468898421009982,87.90632778640713,Clean,13.018987338128003,2,2,249.69678536295433
41,BreedA,7,565,247,Healthy,TypeC,23.430129085373892,62.30395411509286,26.951653822848606,52.131292501445394,Dirty,10.912878618177304,3,2,109.36261453588796
42,BreedA,6,605,197,Sick,TypeA,21.878417042609648,34.60920281755796,30.76247416829746,42.44137921560996,Moderate,20.078761436908206,1,1,227.7478479003878
43,BreedC,4,354,158,Sick,TypeA,27.388868322003294,88.81206856705916,27.40851836028864,62.00775146248966,Moderate,29.945877453724986,2,0,110.00381206770169
44,BreedB,2,631,236,Sick,TypeC,30.711544479874064,49.31169861912024,27.59690902628973,34.074675743800746,Clean,14.935700462463794,2,2,285.0772983908218
45,BreedC,2,421,280,Sick,TypeC,17.827101322305946,48.39014111356926,30.038709729053565,67.0532520657654,Dirty,17.003659967089156,2,2,278.19369942281605
46,BreedB,4,600,268,Sick,TypeB,16.535852830656637,90.24878686415738,29.116005397695737,49.380597828733485,Clean,20.641869265383548,2,2,206.62123924971965
47,BreedC,1,321,150,Healthy,TypeA,11.112010454655932,81.86358907938313,21.245956658151314,30.86402560830231,Clean,21.343200815443904,1,2,128.97559495438097
48,BreedA,3,548,242,Sick,TypeA,24.73528622722942,96.25067460338084,19.098319633971837,62.459627674426265,Dirty,11.317854662503448,2,2,124.93053632745368
49,BreedA,1,490,260,Sick,TypeB,22.366951443959348,30.566842436981247,18.66487223973826,64.16339335460461,Moderate,29.8615451744254,3,1,196.87195094153964
50,BreedC,3,604,296,Sick,TypeA,38.34276497449164,29.25206026224572,27.844447849892745,31.165798476214732,Dirty,10.049516329969716,1,1,168.6588480662577
51,BreedB,7,652,198,Sick,TypeC,35.93325311160712,42.51786369716373,29.015540477386075,52.991737542290196,Dirty,19.021086764489397,2,1,193.10244657526226
52,BreedA,8,349,240,Healthy,TypeA,29.576292282172655,88.73925167126727,31.075137480407946,89.42370784047543,Moderate,17.492585624965315,1,2,183.97430827511255
53,BreedC,6,336,250,Sick,TypeA,19.27244214841123,41.379874269664676,19.698320087183724,58.68648770981558,Moderate,17.16480882749977,1,2,201.87434967173724
54,BreedC,2,520,181,Healthy,TypeA,34.40221827728233,74.12581677751353,34.01908532313909,31.02714057998163,Clean,22.01460660183612,2,0,164.91344829216533
55,BreedA,6,369,215,Healthy,TypeC,37.863007901670684,31.97994515644707,23.003690650882923,76.41601312706854,Clean,14.987590405791295,1,0,264.22012444507516
56,BreedC,1,573,206,Sick,TypeB,37.989949589551486,59.56518886720296,21.441971359862478,62.38312887592591,Clean,15.069800710794244,3,1,192.7228379304957
57,BreedC,5,459,221,Healthy,TypeB,18.144280887049412,78.7285264242258,27.592189225538373,49.224897412107524,Dirty,28.62501615330031,3,2,191.71799298320718
58,BreedB,5,623,202,Sick,TypeC,13.928602764237949,67.08588391441381,33.52048717759705,77.30920459471619,Dirty,26.46005212029062,1,2,239.30770537751434
59,BreedC,9,522,221,Healthy,TypeC,14.411370588853227,88.81320092236292,18.62404838014364,80.38533982250812,Dirty,10.600896664415334,1,1,212.37754894414618
60,BreedA,1,411,184,Healthy,TypeC,35.40369791223978,65.91122466146844,30.841912911467322,32.55238366686762,Clean,18.886067122562956,3,2,116.36616713824326
61,BreedA,3,613,180,Healthy,TypeC,34.668351548050666,39.74402597481224,15.37954923340478,81.03676493276973,Clean,18.60552256618535,2,1,130.11398830986067
62,BreedA,7,623,241,Healthy,TypeA,14.50422154368183,80.36155208347446,32.704474382645614,41.95039485961356,Moderate,29.694007545506615,1,1,212.592518805771
63,BreedC,6,306,201,Sick,TypeB,28.56143777847807,85.97162090402266,28.773867196832434,69.70074803259467,Moderate,13.830260608701948,3,0,169.0581140667447
64,BreedB,6,398,248,Healthy,TypeB,19.854717561032324,24.43341406756547,34.95595805724292,32.203661298222,Clean,18.716783829948888,2,1,219.7132102552618
65,BreedB,2,558,246,Healthy,TypeA,15.080195834072718,51.565104764664156,25.229848507054374,58.89980626440832,Clean,11.99071348276657,3,0,294.58293588175763
66,BreedC,3,411,259,Sick,TypeA,32.56357280326878,30.92466556186598,28.32855793371952,89.77960999363202,Dirty,21.937095379482905,1,1,192.45924520300707
67,BreedC,1,324,223,Sick,TypeA,20.27852932397711,58.324233723876105,27.37415634150937,86.59543956184454,Dirty,10.529130613678406,3,0,211.63700091907862
68,BreedB,8,657,266,Sick,TypeB,26.242756008953997,66.71332328904388,31.92153457421357,53.60254889647441,Dirty,22.75510934679415,2,0,228.71120291471172
69,BreedA,4,520,174,Sick,TypeB,34.67539965811904,28.36675566745172,18.306545871624436,64.7784379630084,Clean,24.83046296662478,3,1,268.72562506575275
70,BreedA,6,645,249,Sick,TypeB,27.701995562808747,57.57133568405231,25.568401114009966,85.44639154383509,Dirty,12.630820642123444,2,2,194.6682925318376
71,BreedA,3,373,251,Healthy,TypeA,38.045843839609795,51.23970225199891,16.789810809556588,50.049817771844644,Moderate,26.046858047659754,1,1,237.16492282328454
72,BreedA,7,579,262,Healthy,TypeB,39.783311275712734,23.484449427916807,33.969014591344944,89.7515228162998,Dirty,27.937144127104773,3,0,127.46854834410388
73,BreedC,8,667,246,Healthy,TypeB,36.13543882083769,26.305008371872614,25.662215614793414,55.36830194089063,Moderate,28.898921669215007,1,0,246.7014903699068
74,BreedA,9,510,164,Healthy,TypeA,35.44888797442619,56.024127796782246,19.754335276140203,69.14420332583428,Dirty,17.205825824627148,1,2,145.62637088505568
75,BreedC,3,442,286,Healthy,TypeA,33.643868480143375,75.57641115670003,24.66822382528063,41.20050742967143,Clean,10.09620905098374,3,0,223.62764660948125
76,BreedA,8,653,280,Healthy,TypeB,27.962747583261965,27.16516992981144,31.77814099800256,50.34786816434281,Clean,24.066340659897183,2,0,142.21561417242864
77,BreedA,4,615,178,Sick,TypeA,21.495709637725433,87.25587348063465,31.332292139657596,70.33195384697913,Moderate,11.900363305738022,2,2,226.63881360727885
78,BreedC,4,696,282,Sick,TypeC,21.204541412799532,94.33385794715205,26.5285885168319,39.20561011910992,Dirty,12.739144989405913,3,1,219.39098936291276
79,BreedC,9,584,271,Healthy,TypeB,23.43844926096898,61.98286715201079,25.235666805975853,57.7823706253782,Moderate,16.861696638046055,3,1,102.59320912633439
80,BreedC,8,523,274,Healthy,TypeC,25.258438270197473,60.25736996531115,18.484125545969427,35.01535687303239,Dirty,28.93248640767546,2,2,268.2049855842472
81,BreedC,1,471,274,Sick,TypeC,20.0617992668461,62.264156367362304,32.420486857506674,49.93444168014151,Moderate,21.6734386211965,2,1,294.2082045650634
82,BreedB,3,552,278,Sick,TypeC,23.848360401836654,82.48658352182474,17.154350742258387,55.93989391014638,Dirty,12.434000403900622,3,1,182.53313970235976
83,BreedC,3,417,254,Healthy,TypeC,31.99930772829736,37.761314066050396,21.359177456933928,57.98746674831517,Moderate,23.139653839870544,3,0,299.7765033698572
84,BreedB,2,548,228,Healthy,TypeC,21.228907260749576,62.119127566691155,32.037500195803204,88.17700006275754,Clean,27.186816720583746,1,2,224.87327935680193
85,BreedB,3,691,262,Healthy,TypeA,16.011447827823503,71.73867630492396,30.235126628547203,70.81938238974547,Dirty,25.03683343996733,1,1,239.28411033286568
86,BreedB,4,600,199,Sick,TypeB,34.85147899443126,70.63927896285963,20.63458098191015,71.7654609539409,Dirty,23.241220401769432,1,1,101.00609336534725
87,BreedB,1,604,172,Sick,TypeA,19.00260125994213,59.508322163902264,15.163467549872824,79.52491197094724,Dirty,27.75951516084312,1,0,144.08418319884242
88,BreedB,2,307,296,Sick,TypeA,11.498367939213917,80.89251461846058,17.036607326404468,80.64071860072791,Dirty,11.886224645083644,3,1,222.51523031496518
89,BreedB,1,633,210,Healthy,TypeA,11.6574432990061,26.70418929568693,23.805887834788848,35.91181375598053,Clean,18.851773773969505,2,1,220.27945341303626
90,BreedB,2,608,270,Sick,TypeC,36.28861666265903,56.64021506878981,21.163579126071387,31.43286544079487,Clean,19.82981026765841,1,2,105.75620205731842
