AnimalID,Breed,Age,Weight,LactationPeriod,HealthStatus,FeedType,FeedAmount,WaterIntake,Temperature,Humidity,BarnCondition,PastMilkProduction,MilkingFrequency,VetVisits,MilkProduction
1,BreedB,1,411,262,Healthy,TypeA,13.090645722461108,41.63503023931015,21.33260952526456,87.75385360070493,Dirty,27.47637368139289,2,2,208.05402293052043
2,BreedB,9,430,253,Healthy,TypeC,27.02176865060919,68.09314879985442,17.04897630397522,38.488155368746746,Moderate,17.68308161437499,3,0,147.8735323876196
3,BreedA,8,342,157,Sick,TypeB,22.214133142814074,85.45796024384637,28.029167413730605,86.81965598274226,Dirty,29.57921006132746,3,0,122.15503626224717
4,BreedC,9,581,253,Healthy,TypeA,15.129881530409222,98.84550483413142,20.88483363564886,81.87623211079735,Dirty,10.456515626051432,1,2,269.1018079736307
5,BreedB,9,398,227,Healthy,TypeC,21.78550778361884,30.391166813060284,16.512326511079614,59.40461843890559,Clean,21.65751341542047,2,2,137.16015920675622
6,BreedA,3,564,230,Sick,TypeC,13.256629126969216,42.282381842776964,20.303596800575107,68.83304331861828,Moderate,19.473942995071454,2,0,211.58990500812223
7,BreedC,8,395,253,Sick,TypeB,19.958483537908602,73.683555697393,33.59314616670263,78.57050471500727,Clean,12.2949810160036,2,0,187.61856851858994
8,BreedB,3,535,178,Healthy,TypeB,38.92082642487327,81.83900699490786,28.2095979481996,86.84426574415036,Moderate,24.25443806272746,2,0,115.41811366773285
9,BreedA,3,520,170,Sick,TypeC,22.1121269862523,75.2083184374955,32.7383063017471,54.116383747602214,Clean,28.412437572068864,3,2,148.6618482128771
10,BreedA,6,358,238,Healthy,TypeB,23.60753521698988,49.05604250209019,32.34249816080397,42.05716295599282,Clean,10.84803354570321,1,1,286.6737077653346
11,BreedA,6,305,289,Healthy,TypeB,31.436634731811928,53.50089995485302,29.65261065116877,53.84650746435684,Clean,11.636217421486919,1,0,137.1350671742877
12,BreedA,9,336,217,Healthy,TypeA,27.920075329292718,74.40976895496304,19.09726142428363,54.99958763581193,Dirty,29.662446923235862,2,2,248.65555695938858
13,BreedB,1,416,227,Healthy,TypeA,39.3115635668729,78.87991372309438,34.587867227555094,50.830984241941195,Dirty,14.7540781146985,1,0,291.66599595024667
14,BreedC,9,449,277,Sick,TypeA,11.420427323325361,71.34970383183898,34.923005916426035,55.84984989981227,Clean,28.833316891052874,2,1,297.59671734115454
15,BreedB,1,586,221,Sick,TypeA,31.912369487662886,77.25815626160988,30.87901392446452,65.34930616480264,Moderate,13.275647168062472,2,1,108.1918744635146
16,BreedA,4,643,259,Sick,TypeB,25.18435251087387,81.50936412893637,26.482892521841315,41.73954076998989,Clean,27.46356249591183,2,2,238.8544797352075
