AnimalID,Breed,Age,Weight,LactationPeriod,HealthStatus,FeedType,FeedAmount,WaterIntake,Temperature,Humidity,BarnCondition,PastMilkProduction,MilkingFrequency,VetVisits,MilkProduction
1,BreedA,8,611,281,Sick,TypeB,31.089895482012793,69.92052358790082,15.549795649523357,40.897502896816654,Clean,19.888178189473823,3,2,225.74884542152492
2,BreedC,4,661,182,Healthy,TypeA,13.51438314228147,82.50413832702793,16.563769899164562,54.152468000767556,Moderate,29.383726835951684,3,1,249.02074939100504
3,BreedB,5,473,293,Healthy,TypeC,15.326468750790106,47.76621319889155,18.703448010829295,37.50975869795613,Dirty,23.56711711016001,2,1,207.84073057615325
4,BreedA,4,506,199,Sick,TypeA,16.71888109713152,97.83645059495431,33.90756123312315,67.317972572386,Dirty,15.209866449560032,3,2,274.3332010272244
5,BreedB,4,692,276,Healthy,TypeB,11.628437471610251,97.70860666416698,23.590422143202,51.17467987629507,Moderate,18.26173092102597,2,1,177.24300722041875
6,BreedB,4,501,204,Sick,TypeB,14.319190611953726,83.40600550880454,22.575947761415996,73.34328568259807,Dirty,26.722172099836094,3,0,260.88812430935894
7,BreedC,1,332,266,Sick,TypeC,11.050057994714928,61.135876189450975,29.8544796340434,37.320048502463166,Dirty,26.125624837745143,1,1,152.7267428950286
8,BreedB,8,315,194,Healthy,TypeC,28.198751016308908,28.03757086873288,22.382339123112615,49.76821497256438,Clean,25.22484384227498,1,0,206.31036187722503
9,BreedC,8,329,259,Healthy,TypeB,33.69665971207269,90.53869407203726,16.39681029951874,70.97442997841955,Moderate,15.030413162599228,2,2,185.92123734094713
10,BreedC,5,637,159,Sick,TypeC,20.387502675896723,52.705880673672574,22.804182531811925,84.67156306326471,Dirty,29.676996915883706,1,2,195.13253968006134
11,BreedA,3,312,185,Healthy,TypeA,39.865773915190104,86.17517078539359,26.01173225835035,54.92605661634809,Moderate,24.55979486481059,3,2,232.9130103440767
12,BreedC,4,547,243,Sick,TypeA,33.33312865925974,70.03494599941105,30.45522423947877,47.224683967933075,Clean,14.663284106954396,3,2,284.1341860587421
13,BreedC,5,637,270,Healthy,TypeB,36.794622555626425,79.30561062378641,20.92486339848571,83.26218528434495,Dirty,16.904325632041342,3,2,206.54573003329813
14,BreedA,9,524,235,Sick,TypeB,15.75670910757486,50.716545093690506,31.479639932675283,89.94057113448348,Clean,11.859359063625694,3,0,132.68996483398928
15,BreedB,8,609,249,Sick,TypeB,16.344920944179847,81.94789864090922,24.55033500014275,84.74822435697158,Moderate,24.86908045916321,2,0,297.8129298636784
16,BreedB,5,510,170,Healthy,TypeC,28.73041312720414,99.25893679637464,21.341395000305226,38.49121650322023,Clean,19.981376059077327,2,1,106.84923692403893
17,BreedB,1,434,267,Sick,TypeB,32.07009747082712,34.4053778338739,17.994083595855088,31.675042555447188,Moderate,24.16213683321809,3,2,172.55430801063898
18,BreedC,5,314,151,Healthy,TypeB,27.53466453850736,81.77483858520785,34.59618655396177,54.46455940787836,Moderate,25.56096311269082,1,2,228.96930876426535
19,BreedA,5,319,256,Sick,TypeB,18.13833363158051,54.02506666358302,18.57938492665012,38.00914378289248,Clean,23.133883807484136,3,1,232.5882694491695
20,BreedB,5,307,153,Sick,TypeA,25.219494468004335,81.58826433066531,15.598650668481714,31.428819841447233,Dirty,17.409627660115806,2,2,271.03610968353627
21,BreedB,4,675,230,Sick,TypeB,37.07702223521082,37.80220494085766,15.280416525691088,78.94098067787006,Dirty,25.441852402958034,1,1,209.2914629418746
22,BreedC,2,358,294,Healthy,TypeC,38.788944583166526,70.86461368365077,21.681524396492545,69.39200029795191,Moderate,12.494306535167151,3,0,191.57710879100563
23,BreedC,6,435,170,Sick,TypeA,36.88991716994393,39.24787090350112,30.313187069966542,56.58795565089588,Moderate,21.035233431888443,3,1,195.84477818583065
24,BreedA,9,367,223,Healthy,TypeA,24.08975139474621,59.29413952212397,15.437023857241215,60.28730301958315,Dirty,22.91698310861014,2,2,222.19142480519236
25,BreedB,7,688,216,Sick,TypeB,20.257560372491177,94.89517207448094,19.5806065885438,63.147801930437396,Clean,26.42107934891234,3,1,133.53940219087514
26,BreedC,4,583,293,Healthy,TypeC,31.372159719866925,84.39802381755837,16.150733142944397,64.42779832990712,Clean,26.858106046971255,1,0,236.6327035523264
27,BreedA,7,680,176,Sick,TypeC,19.794412374597826,46.08536704143746,16.104277489639863,68.91134208632212,Clean,17.000877734861195,2,2,275.0433028387325
28,BreedA,4,506,220,Sick,TypeC,30.462557149097766,38.86186787602095,27.59149882517613,82.22737900832341,Moderate,22.315724174376435,3,2,114.33527820861728
29,BreedC,1,610,256,Sick,TypeB,15.003005074759539,63.42209534269634,16.658551876242253,30.86109397742522,Dirty,21.094761929507897,1,2,127.86541491797232
30,BreedC,8,632,173,Healthy,TypeB,22.614078709650713,85.03823708523855,25.920197153818858,47.65492609017829,Clean,20.434313196599867,3,1,114.50089812852602
31,BreedB,7,657,272,Healthy,TypeB,36.7372254780264,33.13523290857593,31.90520183864612,50.112294088121416,Moderate,13.39161474929869,2,2,280.92686176681025
32,BreedC,2,622,150,Sick,TypeC,32.3343203901959,48.08021842078993,17.379743718116213,63.49591531026743,Dirty,13.951702702721715,2,1,275.8146606975512
33,BreedB,8,417,283,Healthy,TypeC,16.936244434242063,27.021779228529567,15.8956471511675,76.61061864758561,Moderate,17.48382706558278,1,1,236.3219266789365
34,BreedC,3,592,240,Healthy,TypeB,29.078857139853948,93.67440865051194,26.891153078718677,78.56752860852862,Dirty,11.049055961040015,2,1,218.8994349434322
35,BreedC,5,487,178,Sick,TypeA,38.394687056411186,57.652826976324505,34.16644640030109,67.56112851688943,Dirty,10.244050455129356,1,1,278.15995838362926
36,BreedA,7,616,248,Healthy,TypeA,13.753207578035001,48.13163441420649,21.632218551835475,75.1936215078139,Dirty,23.431928772551288,3,2,299.1246071701121
37,BreedA,7,508,189,Healthy,TypeC,33.12094801482013,53.181474892194814,22.834655601831813,85.53136691808973,Dirty,14.02369957599859,3,1,235.86530390741382
38,BreedA,8,415,235,Sick,TypeB,27.40147640326593,31.68671143013472,23.08301674200827,82.89040869146957,Clean,20.49307984071425,3,1,222.9808971243251
39,BreedA,2,408,167,Sick,TypeA,16.99370782554626,21.475446889673606,17.80766127569247,46.860905538673954,Dirty,29.855795184660842,2,2,272.961025121489
40,BreedA,5,448,195,Healthy,TypeC,11.412903423069048,25.400974364886775,25.521522276974082,32.82922329612852,Clean,25.155002607646693,3,0,106.60991652871013
41,BreedA,9,481,261,Sick,TypeC,18.334165711244786,36.18972922306516,30.20015246162407,57.6841718241205,Clean,17.31663032759695,3,2,279.8275809727587
42,BreedA,5,530,161,Sick,TypeC,24.35126969760239,96.84901211508374,21.54834816814823,50.25758425944354,Dirty,13.70423105133019,2,1,148.54168135325335
43,BreedC,3,464,246,Sick,TypeB,21.747258450744013,96.72816945639148,26.4924286395105,50.447929072386074,Moderate,12.637175384661724,3,0,248.29979723668743
44,BreedB,5,574,208,Sick,TypeC,21.407199393953935,52.274646192347525,25.549378078376904,52.57701084673337,Dirty,11.952912954226257,3,2,118.27532669137643
45,BreedC,5,591,177,Sick,TypeC,18.026441627749005,65.23757384186965,33.098378047054695,60.8536917536764,Clean,10.3359471524446,3,1,266.96331110410205
46,BreedB,3,649,292,Healthy,TypeB,20.85397047899896,54.58957654664764,15.526359237253182,60.29611489445793,Dirty,18.058668999426274,2,0,130.7181576959837
47,BreedB,1,439,157,Healthy,TypeC,39.683093054378844,89.82715949912078,33.57460671681649,84.6762304153149,Moderate,19.417682817963556,1,2,114.2918037048876
48,BreedC,4,349,275,Healthy,TypeA,34.10122279201384,80.68111239639217,32.08555515887606,85.73686678047639,Dirty,13.742833774607332,2,1,291.7479429521618
49,BreedB,9,658,213,Sick,TypeB,26.377898442119807,20.62127388220352,30.06292141569687,66.79039846094275,Moderate,17.294585839986894,1,2,240.92902088543445
50,BreedB,6,514,208,Healthy,TypeC,19.451291143539965,78.81457171350334,29.2228411579805,83.18672347290473,Dirty,19.1455553501226,1,1,108.01849363187199
51,BreedC,8,308,286,Healthy,TypeA,30.803377531681168,83.94740129143109,15.186137869135216,55.76208724130264,Clean,24.710666548966067,2,1,103.67966708791805
52,BreedA,6,699,276,Sick,TypeC,10.986890725184438,57.30587633327612,17.32979485946323,71.78091545838147,Clean,23.34297507224398,1,2,167.0548729169751
53,BreedA,8,505,212,Healthy,TypeB,12.168464991937908,20.57259794381472,20.152986727914765,55.17544130855302,Moderate,21.558907720140283,1,1,202.55871595870897
54,BreedB,1,403,190,Sick,TypeC,22.412690465756178,50.571733114929486,22.034260342748905,83.23073147933522,Moderate,11.320440126868338,1,1,192.11362634947804
55,BreedC,9,522,179,Healthy,TypeC,24.913790941125406,24.75247800616078,17.250843642678856,30.075632553838346,Clean,13.889545432515046,3,0,279.74450589706913
56,BreedC,1,412,283,Healthy,TypeC,10.482960646468133,39.13117151298177,18.00261083191626,70.74160664376848,Clean,12.806826076018812,3,0,234.18242227620723
57,BreedC,5,528,158,Healthy,TypeA,37.30291214536962,56.18725230194065,27.479577452779274,58.982831192789874,Moderate,23.981051348846027,2,1,145.56445628913966
58,BreedA,8,476,262,Sick,TypeB,39.032444562238275,86.6002964142906,18.14270409643855,48.05088278654877,Dirty,21.008873951490617,1,1,263.91458826390965
59,BreedA,2,461,283,Sick,TypeC,18.340499967131432,20.82978321091927,33.78153462616617,83.11979164697988,Dirty,14.52142186458465,3,2,134.11819729289513
60,BreedC,7,440,238,Sick,TypeA,21.842756833676333,67.89516809189169,24.059576924527935,31.764008736248364,Clean,13.623825874319294,3,0,295.52529238719285
61,BreedB,8,595,157,Healthy,TypeB,17.984846128016244,79.56622849617287,28.005554456577762,65.15664915945011,Dirty,15.530652728641375,1,0,234.08748619859293
62,BreedC,9,350,157,Sick,TypeB,27.33071830363541,88.67170080906817,29.373925204829668,48.01003087176293,Dirty,15.954150437111034,1,0,291.31944355474764
63,BreedA,9,396,213,Sick,TypeC,39.052073794254056,37.72515542079958,15.768334496452121,59.632359144019425,Dirty,27.485480020962175,1,0,214.51648272078035
64,BreedC,4,331,252,Sick,TypeA,34.51027999505668,38.41265708254801,27.366189606466683,76.17408007987945,Dirty,10.311609024955708,3,1,272.28913748244713
65,BreedB,4,346,181,Sick,TypeB,15.244081735350596,40.22569328802846,17.7171388519698,69.8509276361788,Dirty,24.148802748572855,2,1,194.73988640258312
66,BreedC,8,418,265,Healthy,TypeA,34.98278462077894,31.430770380096355,25.480572953804312,32.571429389568465,Clean,22.14744343788132,2,1,197.8256090426761
67,BreedC,9,403,197,Healthy,TypeB,36.99893479338946,96.22998478802883,32.94234823453649,60.45372766258142,Clean,17.272601136750428,3,2,211.43347762883218
68,BreedC,5,306,224,Healthy,TypeC,17.781655367600173,24.855005201017704,19.004756640801787,36.125700733794694,Moderate,27.146089537582746,1,0,110.37141225814402
69,BreedA,4,461,215,Sick,TypeB,23.703797723086183,83.0696685106957,17.43340084733257,50.717076983457304,Dirty,15.216140821832855,1,1,167.563775875555
70,BreedA,1,386,195,Healthy,TypeB,33.64081995877676,48.33240794839106,26.081044590520655,33.52416614397741,Clean,14.99809877073136,3,0,111.25897184670708
71,BreedC,9,698,238,Healthy,TypeC,11.515422161994561,23.29339851155817,25.785541626252027,79.5373330065056,Clean,21.75385594664609,2,2,146.00727380683304
72,BreedB,8,623,160,Sick,TypeA,14.147607067352263,74.21523735322468,30.37840170555718,35.110916062861044,Clean,24.551016355665222,3,0,135.5799645550703
73,BreedC,6,385,188,Sick,TypeB,38.491361117250676,40.06801241865542,26.688493542021387,56.929133747094056,Dirty,17.842099605836644,2,1,116.55255691201572
74,BreedA,3,547,270,Healthy,TypeB,21.74610224624105,40.89177128288178,30.96882961958811,62.82535356332202,Moderate,15.01538517370385,1,2,198.35911432135774
75,BreedA,8,480,154,Sick,TypeC,24.99938460572237,31.623652577415182,20.41072579328241,32.34305781162261,Clean,15.018491545302773,1,0,202.5615172052681
76,BreedC,4,689,157,Sick,TypeB,28.167433017021686,36.915669943790746,22.99313163763791,43.7257053206187,Dirty,12.838632174724617,1,1,112.37569619654215
77,BreedC,5,464,297,Healthy,TypeB,23.244382408326977,48.96792123172199,20.334152059130844,46.968105689824114,Moderate,23.576485264889282,3,1,231.44127290192412
78,BreedB,3,688,203,Sick,TypeA,22.44669512128059,72.65514706914745,31.836449120035372,81.95697312067836,Dirty,10.795682627732521,1,0,291.20581672613287
79,BreedC,7,425,150,Sick,TypeB,11.381754681951795,74.08500686572236,17.047737964479158,38.62214814821808,Dirty,22.65890315582417,2,2,169.08826925528172
80,BreedB,5,446,167,Sick,TypeA,39.560639073712565,66.43921641743148,20.443436693258715,57.222551848310346,Dirty,19.504593106422625,2,2,152.90990864763046
81,BreedA,3,580,182,Healthy,TypeA,36.683690465774625,32.95852343291328,32.108064971717496,62.098457185058734,Clean,11.136261686699918,2,0,131.33945116336508
82,BreedB,5,608,248,Sick,TypeA,38.461394387571076,51.82655298278554,23.61610024342264,65.43530262375998,Dirty,28.81176601498583,3,0,258.0613282391522
