AnimalID,Breed,Age,Weight,LactationPeriod,HealthStatus,FeedType,FeedAmount,WaterIntake,Temperature,Humidity,BarnCondition,PastMilkProduction,MilkingFrequency,VetVisits,MilkProduction
1,BreedB,2,501,211,Sick,TypeC,29.136320076064763,40.59041024738332,15.565660022121406,44.15918855439846,Dirty,12.121632461207705,1,0,224.9015264793035
2,BreedA,9,461,194,Healthy,TypeC,38.61867902818497,52.378194352096045,16.582905852755875,73.46115195173451,Dirty,26.54536536155141,2,0,177.88022214349803
3,BreedB,4,309,154,Sick,TypeC,36.68490748398328,34.90558173239951,31.04796402527151,34.309993946616096,Clean,23.3521295942737,1,2,133.98046175932018
4,BreedA,4,411,258,Sick,TypeB,34.05845594504032,61.09589284562885,23.20749276187285,37.516098260786535,Moderate,26.90915139969574,2,1,206.51822392247627
5,BreedB,1,301,292,Sick,TypeB,13.632179397092415,53.74313172685197,16.350631959882058,88.43002051561906,Dirty,29.20801546768325,2,1,277.16876999215174
6,BreedA,6,604,221,Sick,TypeB,15.051541347074235,70.3716273579265,18.530959023527537,69.21752628712838,Dirty,13.242295374791716,2,1,124.60802306073693
7,BreedB,6,448,208,Sick,TypeC,24.53518309364644,40.521208680988856,29.338954208968474,67.37812565886239,Dirty,11.811468804930964,3,0,277.60033860744505
8,BreedB,9,695,272,Sick,TypeB,33.108574351055665,70.89961022283777,21.067832792829414,69.61971944880233,Dirty,14.242868225970913,2,1,245.81263939301877
9,BreedA,5,443,156,Sick,TypeA,14.74549638192236,52.04261593204965,33.063691152757144,71.11886415394255,Moderate,16.957503319886012,2,2,151.833886579215
10,BreedC,9,372,244,Sick,TypeC,28.488147799711523,66.30977420256391,22.48445027298294,49.676476645285874,Moderate,12.58385566572127,2,1,233.8474543907995
11,BreedC,7,415,193,Healthy,TypeB,36.79983372651314,64.85618692216626,31.89867762792921,82.07433917857875,Dirty,22.302506227185454,3,1,109.18149287692806
12,BreedC,6,482,185,Sick,TypeA,20.131210070882332,82.80726699432307,19.349153642475564,83.71871554979977,Clean,15.042400805549885,1,0,246.5640976651868
13,BreedB,2,502,294,Sick,TypeC,19.839131417829925,83.87250819693296,34.43108144105315,44.56818429251703,Dirty,12.681974363007347,3,1,155.74931561624732
14,BreedA,5,615,215,Healthy,TypeB,17.232856000461503,36.573144368344046,19.5405619358127,43.93996231975813,Dirty,21.58015928928652,2,2,161.05416789129052
15,BreedC,4,570,266,Sick,TypeB,37.04465189674427,61.979969631889034,24.360469409135902,41.467164678951434,Moderate,29.98735788306618,2,2,221.66576523219385
16,BreedA,6,549,280,Sick,TypeC,30.56342997053197,84.46805075341851,18.865481223075328,83.34688587068337,Moderate,18.22323767366556,1,0,181.19870627570577
17,BreedB,1,598,237,Sick,TypeC,17.793810391811135,58.88703507482994,31.172164837139743,83.67848758567037,Clean,13.784618032968009,2,0,154.3027284742924
18,BreedA,7,640,261,Healthy,TypeC,36.665897254033254,63.837900983030984,31.755516910541953,86.50114853260024,Moderate,10.278864850685531,3,2,187.6893129541025
19,BreedA,1,495,212,Healthy,TypeB,35.552642043000056,47.00987931016967,22.479939052442354,58.607260912807114,Clean,19.70698018156386,2,1,116.84057187667385
20,BreedB,8,468,189,Sick,TypeC,24.551948762686564,72.33374795491505,23.220458297989914,36.45494376639812,Dirty,26.905291669256304,2,1,119.86734922488424
21,BreedA,9,341,170,Healthy,TypeC,17.676501839030657,81.44787329512985,26.569283695727464,30.975079151107913,Dirty,10.511541138937925,2,0,228.3457087159424
