AnimalID,Breed,Age,Weight,LactationPeriod,HealthStatus,FeedType,FeedAmount,WaterIntake,Temperature,Humidity,BarnCondition,PastMilkProduction,MilkingFrequency,VetVisits,MilkProduction
1,BreedA,8,419,246,Sick,TypeC,26.435095375040877,29.25373201211577,30.683444824727815,71.91339079386148,Moderate,13.743912260494707,1,0,259.34144874910237
2,BreedC,2,355,252,Sick,TypeC,32.584638074478335,88.65284952550068,16.02241549590835,84.1749378100192,Clean,11.531072582427523,2,1,191.68576667877903
3,BreedA,1,553,280,Healthy,TypeA,28.55134984846441,59.296176607856765,21.85358712953365,56.89261621596549,Moderate,13.743951954411022,2,0,151.69924660733767
4,BreedB,3,563,183,Sick,TypeA,13.972074226354106,76.1283028094822,24.346563236284545,83.45504470935626,Moderate,20.466381892779456,2,0,235.36732646288522
5,BreedB,4,677,274,Healthy,TypeC,20.419471891091654,27.818834812619826,26.54633908260421,70.73201354375138,Moderate,24.1963187466323,1,0,197.87767142760964
6,BreedB,6,681,180,Healthy,TypeB,29.094306659451632,95.99947430725051,23.709173587212586,52.534650451663175,Dirty,21.365538563033486,3,0,166.7550804008978
7,BreedB,2,600,161,Sick,TypeB,13.511528895344346,85.47482849667509,24.27824495401909,38.953321707360544,Clean,23.250415615364222,3,2,215.82321544034505
8,BreedA,1,342,215,Healthy,TypeB,34.07967411956315,51.15043994959549,32.510177427482446,62.06978437947772,Moderate,16.448408844163307,3,0,284.6688112726119
9,BreedC,9,308,217,Sick,TypeC,10.422288611755006,78.09808550071054,26.64266522652553,32.186116801074746,Moderate,21.625261946483725,1,2,290.20833529508957
10,BreedC,6,341,222,Sick,TypeB,15.574461442367053,39.43516870051045,34.06302577249109,62.850122547680215,Clean,16.39398609026309,2,1,193.85332241386016
11,BreedB,4,362,287,Healthy,TypeB,25.281897651377605,73.53609244172381,21.05960181562033,41.795601768624806,Moderate,26.12373670646326,3,0,219.6452056142721
12,BreedC,6,375,216,Sick,TypeA,28.532523735764144,36.767997849685095,34.364012261147806,60.82194823638275,Moderate,27.28344068420669,2,1,239.49940190868307
13,BreedB,3,329,295,Sick,TypeB,38.52846114540191,43.24107098393935,34.36849610654426,56.59468779017433,Moderate,24.12682334845401,2,0,242.5974818582835
14,BreedC,9,676,238,Healthy,TypeB,23.397744500567253,64.32235553294686,20.83972810319571,58.867466771935256,Dirty,21.895129262246478,3,2,142.59699626940792
15,BreedA,5,373,224,Sick,TypeC,39.780067838072085,89.90848276279695,15.850454408288044,65.99611762418253,Clean,28.81582232945662,2,0,175.2605838121172
16,BreedB,9,427,226,Healthy,TypeB,32.93164356132622,84.8858642789135,19.742057934950356,50.58664562889506,Moderate,20.481156245243614,3,1,232.43548333834354
17,BreedC,9,406,158,Sick,TypeA,37.911437307639275,56.997904542775544,23.06489891147099,40.478000967538065,Moderate,23.324838991141853,2,1,149.46487463313088
18,BreedC,7,467,179,Healthy,TypeA,24.479562201613696,97.03629966389352,15.352029712785244,32.37067895763152,Moderate,18.963207203137927,2,2,170.6599065023996
19,BreedC,8,499,276,Healthy,TypeB,23.33018710265638,68.37409765360871,28.662765117122454,74.56053454589943,Moderate,22.405396280736436,2,2,139.1284209904958
20,BreedB,3,566,297,Sick,TypeC,31.60973725332367,27.15873635297095,33.18872257915151,39.98007335814441,Clean,11.196765785548884,3,0,234.56345359899606
21,BreedA,9,505,245,Sick,TypeB,18.77674011141171,86.5235712013479,22.730570230357177,50.20885341291997,Dirty,26.279137035145293,1,0,205.50219867514838
22,BreedA,1,416,232,Sick,TypeC,36.01119339890149,85.98074096453789,32.472494769322104,59.21606232440581,Moderate,10.356975873605334,1,0,287.1069765053075
23,BreedB,7,471,205,Healthy,TypeB,13.333381619717368,30.050153587928385,25.869535909659493,37.77293685501565,Clean,12.660571476340445,1,0,187.9068699260185
24,BreedC,7,481,206,Sick,TypeB,29.895652810574965,87.58129622589836,19.234936502428113,59.324294706590976,Moderate,15.8014379903267,1,2,225.05034519167404
25,BreedA,1,517,185,Sick,TypeA,31.614461134658693,45.25257803538814,15.169581703429461,70.25419275437321,Clean,17.84476654529534,1,0,197.78562068874305
26,BreedA,8,466,266,Sick,TypeA,24.528180342547216,66.42365311669204,26.25433025574808,87.6506861675689,Dirty,14.453066720698043,2,2,233.7382759480866
27,BreedC,4,513,280,Healthy,TypeB,33.557975177353335,42.300335115445336,25.200865355486336,87.29608176914161,Clean,17.073143307107078,3,1,117.19543891774957
28,BreedC,3,646,256,Healthy,TypeB,32.12649030129508,45.296926020068184,31.68525489268692,63.49672995435666,Dirty,10.248757759855598,1,2,284.5019113174118
29,BreedA,2,383,180,Sick,TypeB,30.15400883239479,30.472972544110473,19.3211839094376,85.98298144376477,Clean,23.859553082394342,1,2,128.23067628564903
30,BreedC,3,375,279,Sick,TypeC,33.00384041216987,63.36604614980426,19.38764385454948,80.60937885640992,Moderate,22.663975931231274,3,2,212.31159675257004
31,BreedA,8,368,158,Sick,TypeA,21.888852402259452,21.648116830450526,25.789025040765445,45.01059564952868,Moderate,27.371907861493703,3,1,289.10983501912995
32,BreedB,1,444,293,Sick,TypeA,17.896263115320416,64.89280808965384,26.968573607723982,31.38222608955877,Clean,11.452564474082592,2,0,269.9831866247224
33,BreedA,5,361,256,Sick,TypeC,39.85080387957703,67.51463815228874,25.268007341949083,86.17906186763526,Moderate,26.013762677053172,2,0,254.41551491782468
34,BreedC,7,308,282,Healthy,TypeC,21.504429998949497,35.67204555381666,34.02499778458818,31.73381735844862,Dirty,18.47435340004093,2,2,255.92527380526275
35,BreedC,9,443,293,Sick,TypeB,20.92798064072828,96.33622060093144,17.451773515405886,69.8312932531608,Moderate,29.18630675529612,2,2,195.66423472678238
36,BreedA,4,548,215,Healthy,TypeB,38.475133573166666,59.273148520314734,16.329562279299296,80.90304028200006,Dirty,22.254601611788647,3,0,253.38586081281215
37,BreedC,9,554,251,Sick,TypeC,33.34990810187965,61.538634450946354,32.72443080786235,72.4548763516623,Moderate,24.852532215751975,2,2,169.28860191461678
38,BreedC,6,680,178,Healthy,TypeC,38.33842115334491,26.249708164189755,31.820403739948233,57.11701434253615,Dirty,27.468403780167467,2,1,280.227565371277
39,BreedC,9,321,260,Sick,TypeB,13.00695830790459,78.95280250168862,16.3281646462311,70.71003844591911,Moderate,27.820610524698346,1,0,211.36365928796556
40,BreedA,3,345,269,Sick,TypeB,21.061375853267272,75.14939674945057,22.475306550955338,47.65220985855247,Clean,18.713868170549233,2,1,249.66613506413606
41,BreedA,1,469,269,Healthy,TypeB,12.428874371385927,83.01540690090263,34.472502669963575,40.58750208061018,Moderate,20.81081078408767,2,2,241.420735592805
42,BreedB,9,639,164,Healthy,TypeC,14.818789434734654,81.26946722203044,29.839755756697286,38.759942883921966,Dirty,23.26826305038231,2,0,145.75857813360497
43,BreedB,5,340,210,Sick,TypeB,36.57325306990003,67.42061524646937,25.650593038822738,41.8860952931681,Dirty,22.861218498637115,3,2,172.11091833179597
44,BreedA,6,683,171,Sick,TypeA,14.819793670881221,63.67388936804174,22.781106783966916,62.74730626997926,Moderate,20.34798937264871,3,2,194.25874850515478
45,BreedC,7,497,232,Healthy,TypeB,27.37854436489775,46.00493404169658,24.73533175110119,33.520507916661266,Moderate,17.075214373142533,3,2,188.24109226611532
46,BreedC,7,536,207,Healthy,TypeC,39.96715288560813,92.24009920169223,21.84679050006691,57.95092905255031,Dirty,10.775544872671883,3,1,185.02123055568444
47,BreedB,3,458,226,Healthy,TypeA,38.94448178311506,98.08716976000161,27.9773343064718,65.09724833167738,Dirty,17.6415090806788,1,2,163.10944973775548
48,BreedA,1,437,232,Sick,TypeC,39.69140021722447,41.454142351051566,26.74589634558746,48.21745989063451,Dirty,28.91431301324748,2,2,200.97153612509982
49,BreedC,2,403,234,Sick,TypeB,14.294081853278755,90.10449208494039,23.78648502038925,69.29344014587974,Moderate,24.944808899184785,3,1,171.9119992528058
50,BreedB,7,545,254,Healthy,TypeA,21.925779250637735,89.51086721070249,17.586799965399067,33.74316352909933,Dirty,27.901558728372425,1,1,141.6343319028402
51,BreedA,9,573,168,Sick,TypeB,22.96948456530514,58.24940834730783,27.732298101915568,32.63323107125642,Moderate,13.661258474818691,3,2,106.2003473285468
52,BreedC,1,590,296,Sick,TypeA,36.29843534584472,73.3563940893286,27.916187924383237,30.206518569033463,Moderate,17.626593471665146,1,2,183.6219379407226
53,BreedA,2,627,291,Healthy,TypeA,27.690364212897556,82.29016466903659,21.440644161914967,31.286623984551255,Clean,13.238780572992273,1,1,274.23358318682324
54,BreedC,4,379,228,Sick,TypeA,21.067058146913183,51.99729529741616,29.88113950358929,32.05226672782802,Dirty,12.036011595849992,2,2,288.1987887705267
55,BreedB,7,601,279,Sick,TypeA,26.20189942536895,70.24009995052916,28.470595177280003,51.2798146232387,Clean,17.041997552294212,1,1,257.61800261341284
56,BreedA,7,694,257,Sick,TypeB,20.670815766313055,98.76847316497214,26.346773910408565,44.386163150504174,Moderate,27.601618263174462,1,0,166.001665580873
57,BreedB,4,682,269,Sick,TypeA,22.736890485226397,56.95867874072472,25.98227998398127,53.18301314295037,Clean,18.81373205701897,3,0,194.52383579919376
58,BreedB,2,644,286,Sick,TypeC,34.843993529557096,93.040019123247,27.551565446767178,52.40208638566634,Moderate,29.677503151826194,3,2,174.69331436524485
59,BreedC,1,439,223,Sick,TypeC,27.602823200991057,52.031211022655235,23.887560832982647,49.09940310028046,Moderate,25.504195616571096,3,0,142.92697643396193
60,BreedB,3,580,295,Healthy,TypeA,23.168120788432628,63.679334980243524,30.084823736545736,85.02985966176215,Dirty,26.8870147255998,1,0,229.0205870228345
61,BreedC,8,409,270,Sick,TypeA,16.098892391646622,94.83041462036564,28.968486024342376,65.9075833128866,Clean,25.564296321507157,3,2,144.69521523445718
62,BreedA,5,550,257,Sick,TypeC,35.67693183349514,65.53849462208451,32.24320386751437,55.126775438876365,Clean,10.309458482210438,2,0,231.12309771377332
63,BreedC,6,459,205,Healthy,TypeA,36.249282636589655,31.313711747421245,30.76918740864432,59.68163641810508,Moderate,12.51212353644581,2,0,133.57533332965372
64,BreedA,2,489,265,Healthy,TypeB,26.39746141949963,75.50273715196782,16.716299603121815,61.75166593927395,Dirty,15.054389598058012,1,2,284.81895763328544
65,BreedB,8,699,160,Healthy,TypeC,13.050121175591135,31.044967471808302,16.559290212756302,89.34547451831934,Clean,21.264630887531563,1,1,150.87082171807316
66,BreedC,4,595,166,Healthy,TypeA,14.845244858030664,66.55124446632233,26.17347812691318,62.663033131468616,Dirty,12.631990905937705,1,1,253.07420061790515
67,BreedB,8,450,186,Sick,TypeB,18.8795567403805,76.07727219293253,33.10987093759344,34.702608684808595,Dirty,18.30765680724614,3,0,200.20647928968629
68,BreedB,9,472,296,Sick,TypeA,32.50610991224736,70.0555608603309,22.55245288976456,58.96529725650673,Dirty,14.739929099005717,3,0,213.9575287643689
69,BreedA,5,390,207,Healthy,TypeA,25.942891252775752,92.38202300381586,18.591531579300533,57.824412915609074,Moderate,18.04737282620028,2,2,136.02277155398212
70,BreedC,3,431,217,Sick,TypeC,38.07951402438292,39.139046906455455,16.334144351082095,85.05239261421414,Clean,14.430772185785274,1,2,215.09727881108884
71,BreedB,4,314,220,Healthy,TypeC,24.105907127566585,67.11491116523285,18.635684049126247,78.096469215258,Dirty,25.958196117250647,3,1,294.5177232394361
72,BreedC,9,418,267,Sick,TypeA,29.590922511222786,42.98355452379973,20.20729245266343,40.75041498489124,Clean,22.869388698125952,3,1,179.0827268723939
73,BreedA,5,432,235,Sick,TypeB,38.6408264288026,46.71185576874856,19.41555748589944,42.368488373126866,Clean,27.72611839349705,2,2,290.52049743482246
74,BreedB,2,336,288,Sick,TypeC,12.950964497178589,82.30336360741555,19.017285913993547,77.8430199551526,Dirty,10.01785767702787,2,2,211.98232953750096
75,BreedB,1,403,176,Healthy,TypeC,29.882772384839075,69.69567955868754,25.035791393064102,38.20221878980442,Moderate,17.258012546330306,3,1,120.1383608381575
76,BreedA,3,652,216,Healthy,TypeC,24.718087778571416,52.883007769647044,15.523815054909292,41.90673183160413,Clean,26.377390363569223,2,2,200.1668368846518
77,BreedC,6,512,183,Healthy,TypeA,37.03550796797709,27.631287125160213,21.534270065666213,49.01066398391643,Clean,23.33690671123837,1,2,262.36553521079964
78,BreedB,7,464,174,Healthy,TypeB,34.017743332846536,74.47321504561111,23.73851960167584,53.354422017662785,Clean,24.979520862666362,1,0,130.92251946926152
79,BreedC,2,477,281,Healthy,TypeB,31.576754507022155,31.98600132360708,16.836682328406617,58.33696309778777,Moderate,14.299332160155071,1,2,297.7300355445852
