AnimalID,Breed,Age,Weight,LactationPeriod,HealthStatus,FeedType,FeedAmount,WaterIntake,Temperature,Humidity,BarnCondition,PastMilkProduction,MilkingFrequency,VetVisits,MilkProduction
1,BreedA,7,464,171,Healthy,TypeA,24.529831699148136,87.26708766895553,21.34938455538771,36.820247266819564,Moderate,28.622677569290143,2,1,240.33246964354416
2,BreedB,6,393,269,Sick,TypeA,38.95473804916483,37.06695758636115,19.98988507696304,38.70746571116321,Dirty,14.905440634146142,3,2,217.76343993743774
3,BreedB,9,651,233,Healthy,TypeB,26.75503894508505,52.63915736318556,18.07995697441149,44.75167697120391,Moderate,20.507261911235982,3,0,122.1196875292806
4,BreedA,1,504,265,Healthy,TypeB,32.37019275259166,21.050447101864833,33.36948538622462,43.292887939861146,Clean,22.830678517779656,3,1,152.7020983088176
5,BreedC,3,662,274,Healthy,TypeA,23.321032515244497,20.039588735907223,19.884713398398468,82.26459177727548,Moderate,19.72468442204576,1,1,276.76353627557876
6,BreedB,2,320,289,Healthy,TypeA,22.522929758216407,79.8339035441907,28.54791752648004,50.95988690678579,Dirty,23.005500035226667,1,1,237.3403074831011
7,BreedA,2,665,241,Healthy,TypeB,35.88419570004578,89.38968443469261,31.338689511018437,84.26619804809587,Moderate,20.62530691606038,2,0,215.4240441716433
8,BreedB,9,553,183,Healthy,TypeC,33.736699980563515,36.085527080762965,34.23943405703476,37.89845825809675,Clean,23.02529138375907,1,0,254.88157926037152
9,BreedC,8,314,197,Sick,TypeB,26.03021513658556,44.88183171967787,23.050723338657264,40.120561812091196,Dirty,19.173272149446554,2,1,268.14590220020926
10,BreedA,5,695,267,Sick,TypeC,26.58623455651472,49.07167683850808,22.487173283714544,88.7787481618947,Clean,12.236204879096979,2,0,118.2888735274468
11,BreedA,5,335,214,Sick,TypeB,11.90388730660895,41.33932218057903,34.32999320456358,34.386488595564465,Clean,26.888701542973145,3,1,246.010221108044
12,BreedB,4,394,197,Sick,TypeA,31.39140580271156,56.7083098886266,29.945971601115563,62.73348520906676,Clean,21.10638300019221,1,1,112.03345392077479
13,BreedA,9,431,263,Sick,TypeB,15.234200016103635,36.748103750653996,32.33005664634427,69.08111589515804,Clean,17.387010882691676,1,1,249.9360221974319
14,BreedC,4,394,272,Healthy,TypeC,23.144771782639737,27.302902198351944,19.972015489434618,48.47481117107351,Dirty,10.340886199757461,3,1,274.80596904090896
15,BreedB,3,405,269,Sick,TypeB,36.75524771761608,60.19359489614395,17.36014358912584,37.60545640342337,Clean,29.339403437615037,3,2,110.40995181263699
16,BreedB,4,493,193,Healthy,TypeB,25.555814637581072,89.0274227533993,29.297497195007388,85.3706974749403,Moderate,26.37644097341689,1,1,124.93627836179581
17,BreedC,5,388,257,Sick,TypeC,25.561953128099383,58.30004771541614,22.942854458716234,89.19407388427473,Moderate,24.49967740083312,3,2,102.57677612970943
18,BreedB,8,390,250,Healthy,TypeA,24.187043834933036,26.868782569673648,33.35397808128384,56.759113052309765,Dirty,11.497633083821748,1,0,157.30261759142576
19,BreedB,2,487,174,Healthy,TypeB,21.672088246555855,45.158982327975664,16.450326880994815,37.31824861914043,Clean,17.2984698969186,3,1,196.55277914237075
20,BreedB,7,588,259,Sick,TypeC,11.546590652498647,80.85045967996574,26.559048058393966,42.14897500915384,Moderate,12.489675754337561,2,1,256.3775853760102
21,BreedB,9,698,235,Sick,TypeB,16.11388896684452,75.87113453865011,17.854835211765387,61.003061107850144,Dirty,23.16548784870304,3,1,112.6240838821859
22,BreedC,1,691,231,Sick,TypeB,27.378885114854608,53.96434466210791,20.7231876108079,50.57948516772581,Dirty,13.145904109566455,3,1,109.58576890904281
23,BreedB,8,677,178,Sick,TypeA,21.366064680874565,57.56465017315808,25.4634126590172,52.58125134742451,Dirty,27.875478413559957,1,2,156.9961192552633
24,BreedB,9,569,178,Sick,TypeA,21.968927161802675,74.24810117228242,17.231358974583102,50.600037556010086,Clean,26.449110115394845,1,2,114.38817460340817
25,BreedA,9,304,194,Healthy,TypeA,16.67074851331941,94.31306131129597,25.279963309653894,51.20320633773002,Clean,22.734952958013253,2,1,293.9696454162051
26,BreedC,7,389,197,Sick,TypeC,19.535002230924256,62.283113973417066,28.762661050291037,42.9113317785191,Clean,21.790958200754705,2,0,104.20167415891753
27,BreedC,2,495,283,Sick,TypeB,35.76296828003428,34.72734444364046,16.219870300685326,30.349592588533618,Clean,25.221077844536115,3,2,190.00426894005685
28,BreedA,3,633,290,Sick,TypeB,38.939830216342735,37.60766225355792,33.461925051194946,34.024526333726826,Dirty,29.683532255482326,1,1,251.69780885287958
