AnimalID,Breed,Age,Weight,LactationPeriod,HealthStatus,FeedType,FeedAmount,WaterIntake,Temperature,Humidity,BarnCondition,PastMilkProduction,MilkingFrequency,VetVisits,MilkProduction
1,BreedB,1,317,179,Sick,TypeA,19.91049871624797,23.39895396568891,25.385018847472868,41.94313411660583,Dirty,26.264269255530696,1,2,110.25168162797834
2,BreedA,2,517,284,Sick,TypeA,35.82084218947986,26.26440852550889,31.68136412775645,77.77067607979788,Dirty,22.27713523257679,2,2,220.4285127163016
3,BreedC,3,420,264,Healthy,TypeC,39.635960063746104,45.832678683952814,19.13222534884024,46.96227013202937,Moderate,17.01799365288663,3,0,262.8154631313573
4,BreedA,4,651,190,Healthy,TypeC,21.32413851605939,98.80660862467118,34.345034995855556,82.5060815793853,Clean,18.108264657958095,1,0,100.77454137569084
5,BreedA,7,507,259,Healthy,TypeA,32.177985362267464,45.48040220799532,19.572244994006617,33.92190040139068,Clean,23.668311652364366,2,0,231.3586485240471
6,BreedC,4,455,169,Sick,TypeC,25.619985266657487,98.32629377278448,24.234018795793613,38.199351469708134,Clean,12.309727964509785,3,2,121.38425832536905
7,BreedB,2,425,196,Sick,TypeC,38.07818054970704,87.19676473950793,15.29692700550437,69.2625256374461,Dirty,12.781553060782343,3,0,129.98074661256626
8,BreedB,5,318,258,Sick,TypeB,13.927419917184318,32.69211612988261,33.98916563412749,57.28862721703422,Moderate,15.689885328877597,3,1,221.41483690536666
9,BreedB,8,693,289,Healthy,TypeC,21.57235857504471,50.12529375596253,25.05507164738239,41.22855084130047,Clean,22.408522473523362,1,2,106.69197249751304
10,BreedC,1,403,254,Sick,TypeA,34.40178916315928,71.91703568305896,24.59382901830088,69.17660090152846,Dirty,10.077689040142934,3,0,136.10938815001944
11,BreedB,6,562,226,Healthy,TypeC,37.37277513173344,82.90748282124812,34.16460627296889,60.92709290020459,Moderate,28.25930623919935,2,0,244.56398465466805
12,BreedA,6,574,171,Sick,TypeC,22.708269730410077,68.31066031134664,17.889959639779256,78.53164844558344,Clean,10.35704530847852,2,2,239.9228054460915
13,BreedA,5,355,201,Sick,TypeB,21.92524102045516,20.87998090651545,16.544200851203964,83.48260472524058,Moderate,13.655538221599372,1,2,231.8589958412825
14,BreedC,7,592,275,Healthy,TypeC,10.721317283496116,81.44042822779004,30.977118274823624,65.94322881472834,Dirty,29.78112726851854,1,0,113.06232904284586
15,BreedA,4,649,198,Healthy,TypeB,30.903865005819032,42.071827449177164,20.86443861219442,82.83685799454503,Moderate,28.464309793289694,2,1,206.31033139783202
16,BreedC,2,304,218,Sick,TypeA,10.081191538706083,79.07007637295915,34.64605923524307,88.24833576214586,Dirty,14.831217309271334,2,2,282.1092877861165
17,BreedC,8,392,197,Healthy,TypeB,35.488888625093715,80.67322245649666,28.332608005394988,74.68227422913276,Moderate,20.489324663329725,1,0,209.8810561967921
18,BreedC,2,616,287,Sick,TypeC,39.255560395512184,52.82912809407147,22.631212727279298,47.72877501084512,Dirty,29.790227752244075,3,0,252.6190146217669
19,BreedC,7,378,278,Sick,TypeA,18.22059908657988,99.22331330134269,16.368274046248438,81.67957177567098,Moderate,13.383594371984413,1,0,133.38003225093686
20,BreedA,8,376,191,Sick,TypeB,20.049565723233204,82.80471560384413,33.11145583320024,45.162680769120044,Dirty,17.326974503943664,2,1,277.3991439332478
21,BreedB,4,345,220,Sick,TypeA,14.65587590663484,34.00315277694627,17.920476560057267,64.20934052502474,Clean,26.35569027980787,2,0,277.8987277522509
22,BreedC,6,455,288,Sick,TypeB,32.208790956048574,61.62111546443616,25.95923501025385,69.15099919531839,Clean,24.331374751184676,2,1,280.57411342488456
23,BreedA,2,513,155,Sick,TypeA,19.718379346011545,67.7009017092974,16.53292516592557,61.54627394932398,Dirty,26.938420730222653,1,1,271.59074301936323
24,BreedC,4,441,165,Sick,TypeB,25.07090387090949,49.34855528414457,23.890970101614982,44.51483433057364,Moderate,18.015538161944754,1,1,101.50452433467909
25,BreedC,8,589,231,Sick,TypeC,39.06117390070051,87.2991379064214,21.495505280269143,75.18518769384369,Dirty,19.249326666927367,1,2,297.48506211947466
26,BreedC,4,313,179,Sick,TypeC,20.289092430089553,52.129805470161415,19.003246332413433,40.66053791924802,Clean,23.862613458616494,3,1,299.6702225627074
27,BreedC,1,504,199,Sick,TypeA,16.84016865775444,35.728086233620104,31.54116783088481,64.86831869736045,Moderate,23.57937288232982,3,0,131.26430361994687
28,BreedB,8,633,211,Healthy,TypeA,27.072428389986804,54.402652779816336,19.82305202468631,31.237743131134337,Dirty,26.392023136649804,1,0,216.6234380394244
29,BreedC,1,687,207,Sick,TypeC,11.18769789985417,70.64485071948957,19.093606768705236,50.787203941209334,Clean,27.519708226682575,1,2,275.2337509425913
30,BreedC,4,383,176,Healthy,TypeA,18.354475407301532,80.49790219167006,34.35544623717213,71.25440718591719,Dirty,17.45105012324453,2,0,242.30172394686502
31,BreedB,8,511,176,Sick,TypeC,26.18255421314476,41.225837718241195,27.390487272985595,85.81564540582387,Moderate,10.106104976190863,1,1,282.1623349081251
32,BreedB,1,496,244,Healthy,TypeC,13.549475727027843,55.52795633795923,21.53605868049429,78.37807258687508,Clean,21.711729265974164,3,1,125.52962239087071
33,BreedB,7,494,151,Sick,TypeB,21.795997321903926,42.991943903187575,16.48518703678564,71.26662777744639,Clean,20.66233930877989,3,1,210.25893885733745
34,BreedA,5,392,250,Healthy,TypeC,25.619940364880872,93.45432008676912,17.078218506697098,65.64178335119581,Dirty,19.247957554321655,2,1,198.6110477012781
35,BreedC,5,370,231,Healthy,TypeB,24.129708055119657,80.11154687748355,22.55262499307782,72.82865036212158,Moderate,25.6246139188939,1,2,147.50990963891417
36,BreedB,6,432,274,Healthy,TypeC,37.385397230239136,65.42097505598672,23.257293498975606,86.8375342989533,Clean,21.131715184877432,2,0,165.52189902964798
37,BreedA,1,359,194,Healthy,TypeC,30.244249051921695,46.74915578070344,30.058947866267577,78.38561951757114,Clean,24.894214712347992,3,0,118.70813654953152
38,BreedA,7,586,292,Sick,TypeA,35.48957853947316,91.72262330742814,15.717533656714417,87.63691630810978,Moderate,18.273487352521162,3,0,196.29243396723794
39,BreedC,1,371,195,Sick,TypeC,18.014873549847824,27.654973623586194,23.264877803875258,82.37728416558716,Clean,24.056183088140635,1,1,293.23311494587875
40,BreedC,5,693,172,Sick,TypeA,35.95141284848781,41.3831462392489,27.878881634756738,42.49679808963114,Dirty,14.843304739442281,1,1,128.43441146769482
41,BreedC,9,325,169,Healthy,TypeC,15.74607828977538,32.55870869341949,15.165126903716292,44.823568010124006,Clean,23.537808575365148,2,0,168.6286682304431
42,BreedA,6,301,244,Sick,TypeC,32.50466833104458,41.31627925438244,16.131681059622963,52.196773265780195,Clean,17.48491205609291,2,0,233.21645553867592
43,BreedC,3,436,225,Healthy,TypeA,19.33657062246187,38.0738053736176,17.984556386009984,77.85900041735849,Moderate,16.815191117224074,2,0,230.65558669682213
44,BreedB,8,386,162,Healthy,TypeC,37.04474079861798,55.853157509362596,26.05552997989146,38.77098596626625,Clean,12.359699216707064,1,2,101.4715228021283
45,BreedB,2,300,203,Sick,TypeB,14.023075328938273,34.111483479750206,21.511386435947458,50.7590357084615,Moderate,22.408649518098045,2,0,119.5155719856992
46,BreedB,5,684,158,Healthy,TypeB,25.073507524518952,43.171240033540286,33.906967571540775,51.08134855191099,Clean,26.89941295803943,1,0,184.8683916425612
47,BreedC,7,451,259,Sick,TypeC,27.177671223768083,88.81135461339392,28.15615684649831,79.21849384032723,Clean,25.831322363972326,3,2,182.7673087747226
48,BreedB,7,672,171,Sick,TypeB,21.841438784453302,60.374194458326414,26.72648249256227,78.63667469053416,Moderate,14.818077523823643,3,0,197.9366569813347
49,BreedC,3,409,271,Sick,TypeB,15.237081032643298,20.676067112973627,19.836312759005917,75.49531861577918,Clean,19.700408417746992,2,2,137.5332678758
50,BreedA,2,348,194,Sick,TypeC,30.26186506272517,95.72038911648693,15.319686213715348,55.53298662712827,Clean,21.605078780394827,2,1,130.97104144034967
51,BreedA,5,524,213,Sick,TypeB,35.185418774531584,38.091581272404966,16.556955817427756,89.9259868556935,Moderate,11.290308015191876,1,1,207.10776363720822
52,BreedB,2,570,270,Healthy,TypeC,13.74183065902831,68.40732612467718,22.918506315474225,38.118046052025484,Moderate,16.748712898259967,3,2,190.43716214394786
53,BreedA,2,541,276,Healthy,TypeB,26.29822759617967,35.16466025326452,29.146365912768456,47.17196314855316,Dirty,12.926787530710568,1,1,214.5900896861583
54,BreedC,6,429,209,Sick,TypeC,17.712504742461597,26.81140425763172,19.69086751112689,35.64144247756918,Clean,20.01730918220406,1,2,171.2266871344167
55,BreedB,4,466,154,Healthy,TypeC,14.879567973543406,21.659252509434666,28.047746358923376,52.36756315112372,Moderate,26.211278696089444,3,1,145.19392106168652
56,BreedB,2,402,236,Sick,TypeB,13.087591634246063,29.42417670149223,18.92704371491171,67.53952976762366,Dirty,29.720113918830588,1,1,193.97869459515954
57,BreedB,6,396,257,Healthy,TypeA,16.22225594174359,47.18543571463809,26.069157048440594,75.39660604346041,Dirty,25.561042400912626,3,1,273.853871823425
58,BreedB,7,677,165,Sick,TypeA,19.250501698477898,52.75417966342086,22.843586997020207,56.05788363215105,Dirty,22.644195296595875,3,2,228.89071166731307
59,BreedC,3,454,288,Healthy,TypeA,22.25004536211128,69.31962332122215,27.66297474134511,33.40332570849029,Moderate,12.035591884531655,3,1,283.3649005272514
